,reflectance,weight,label
0,24.22605889057624,4.384837304880391,1
1,24.322672020518336,5.014980133684047,1
2,23.52714179084536,4.569030067637305,1
3,24.094888607220973,4.59598435437132,1
4,26.765468592610898,6.320783483979792,1
5,22.457390411729914,4.954991636857245,1
6,22.912666331697224,5.286136281609513,1
7,23.095557392571827,4.432129311224555,1
8,26.447106607854952,5.660208342376611,1
9,25.152614889423173,5.256971300698419,1
10,25.13709647486735,4.2275047719696754,1
11,25.95724393907326,5.430413845880076,1
12,25.67048227116857,5.522101075355116,1
13,23.404738763533242,5.11025289521124,1
14,22.733454697217944,3.8415129560639287,1
15,24.2828114341322,5.165846375344808,1
16,24.48261643050038,4.4775153818946425,1
17,24.740752858016005,5.167222154353427,1
18,24.51666956649451,4.801745516398531,1
19,23.650632690806223,4.436582742953585,1
20,23.492043806085277,5.909000430960672,1
21,24.461259667138,5.187919277319218,1
22,23.129073209610546,4.7792963343032895,1
23,24.59248179357325,5.4301259164858875,1
24,23.482726325434378,4.248945664113466,1
25,24.16187579304324,4.263411526236603,1
26,23.767079865824893,5.106962402601575,1
27,23.728473090532404,5.33524695249626,1
28,20.71920250061468,3.2060042242245235,1
29,24.280906458791513,5.509436704248083,1
30,22.67841818887321,4.251684894162135,1
31,23.97989538459354,4.746869659636545,1
32,23.127063739048058,4.071687707178432,1
33,24.06905823624694,5.663861962820365,1
34,26.097497555354654,7.272819769807635,1
35,22.437835481252534,4.0316034625776025,1
36,24.01969145153296,5.064671078281828,1
37,24.4877508827575,4.995873364288026,1
38,25.25239380607159,5.570142693051579,1
39,25.35473671724972,5.3960309262259765,1
40,24.708873756494608,5.293447162541027,1
41,24.173900011004093,4.914397743038374,1
42,23.712535677572706,5.040506419747916,1
43,26.48164393578309,6.983169674427192,1
44,22.978933207653597,4.076732937401848,1
45,24.33348694039968,4.741004579180211,1
46,23.030852485011206,5.062333491697635,1
47,26.510265930965545,6.288262954254215,1
48,23.372947372127776,4.7993037993186425,1
49,23.60208534956969,4.555213285416845,1
50,24.303262325333975,5.185892543599031,1
51,24.08389803604419,5.472864560882528,1
52,24.50092650600421,4.809439596825272,1
53,23.929097347855862,6.089242778427005,1
54,23.323341670832896,5.07257935267374,1
55,24.80404067867106,6.08505573615883,1
56,22.213991137260017,3.5689713277803032,1
57,22.93437196784994,5.42340927446965,1
58,22.28957873057377,4.1556207299615355,1
