reflectance,weight,denomination
24.22605889057624,4.384837304880391,1
24.322672020518336,5.014980133684047,1
23.52714179084536,4.569030067637305,1
26.765468592610898,6.320783483979792,1
22.457390411729914,4.954991636857245,1
22.912666331697224,5.286136281609513,1
23.095557392571827,4.432129311224555,1
26.447106607854952,5.660208342376611,1
25.152614889423173,5.256971300698419,1
25.13709647486735,4.2275047719696754,1
25.95724393907326,5.430413845880076,1
25.67048227116857,5.522101075355116,1
23.40473876353324,5.11025289521124,1
22.733454697217944,3.8415129560639287,1
24.2828114341322,5.165846375344808,1
24.48261643050038,4.4775153818946425,1
24.740752858016005,5.167222154353427,1
24.51666956649451,4.801745516398531,1
23.650632690806223,4.436582742953585,1
23.49204380608528,5.909000430960672,1
23.129073209610542,4.7792963343032895,1
24.59248179357325,5.430125916485888,1
23.482726325434378,4.248945664113466,1
24.16187579304324,4.263411526236603,1
23.767079865824893,5.106962402601575,1
23.728473090532404,5.33524695249626,1
20.71920250061468,3.2060042242245235,1
24.28090645879152,5.509436704248083,1
22.67841818887321,4.251684894162135,1
23.97989538459354,4.746869659636545,1
24.06905823624694,5.663861962820365,1
26.097497555354654,7.272819769807635,1
22.43783548125253,4.0316034625776025,1
24.01969145153296,5.064671078281828,1
24.4877508827575,4.995873364288026,1
25.25239380607159,5.570142693051579,1
25.35473671724972,5.3960309262259765,1
24.708873756494608,5.293447162541027,1
24.173900011004093,4.914397743038374,1
23.712535677572703,5.040506419747916,1
26.48164393578309,6.983169674427192,1
24.33348694039968,4.741004579180211,1
23.03085248501121,5.062333491697635,1
26.510265930965545,6.288262954254215,1
23.60208534956969,4.555213285416845,1
24.30326232533397,5.185892543599031,1
24.08389803604419,5.472864560882528,1
24.50092650600421,4.809439596825272,1
23.929097347855866,6.089242778427005,1
23.323341670832896,5.07257935267374,1
24.80404067867106,6.08505573615883,1
22.213991137260017,3.5689713277803032,1
22.93437196784994,5.42340927446965,1
22.28957873057377,4.155620729961536,1
24.825416383759624,5.961339638084054,1
22.73189590151957,4.6873356856730455,1
24.961098954534577,4.527614697701338,1
25.85710053507886,5.986590967677678,1
24.85297507157883,5.820290804865753,1
23.10850416107932,4.945354899818721,1
23.79705257218149,3.392531261437079,1
24.82477794806474,4.447092061516988,1
22.861968195335084,4.911769878599967,1
24.889282277936548,3.9620574718729418,1
23.158329404877023,5.406021839052542,1
23.444010588615072,4.160895288977109,1
26.01094612009588,5.327590441995182,1
23.44179008634337,5.841139561259839,1
25.263059324645653,4.997599709308714,1
25.786185982973297,5.702965593104759,1
24.842498242243035,4.1327833186800165,1
23.15365471126672,4.849115871656142,1
23.672848251663623,5.609068876915373,1
21.76240174202396,3.78593296724504,1
20.9434138299386,3.9859929427670826,1
23.97117013970257,3.641698840966302,1
24.24830784812842,4.76718131730762,1
24.1668377483015,3.904179358409655,1
22.943818405301464,4.493457081444653,1
22.46511428027432,4.859325627861794,1
23.76533637760122,4.877932550771826,1
25.7520883030124,5.20922671204791,1
23.52713600174117,4.229965019930903,1
26.28220681954812,5.7962765320838825,1
25.72356883068072,5.119809728671409,1
22.48019747051533,5.078328073850643,1
22.194721110852043,4.245399740698851,1
22.764874071551603,3.232411652741634,1
24.830637287871983,5.521679739340048,1
23.92862992035685,5.106139666714085,1
28.73969459230288,6.027017358229657,2
28.019645247257777,5.475642383026459,2
28.02021166904512,5.865848690817358,2
28.38394158209053,5.842263689925095,2
28.097348659852887,4.333064451517682,2
26.788933742139385,5.52813231774991,2
26.693696080176167,5.238380753591676,2
27.889228535769583,5.985636852678514,2
28.7002141975277,4.911067700420465,2
28.2981162967232,5.263900111888883,2
29.574086567445047,6.164683324526534,2
28.644553450001187,5.112137884854933,2
28.3292112456241,5.031911559064273,2
27.25800101545921,5.392278716690164,2
28.37402709297265,6.502426163444062,2
27.803160034711528,5.3436344215732925,2
28.803437273981963,5.945924040842187,2
28.12199930766942,5.342430614940752,2
28.421986801048,5.662222673151285,2
26.32068012555885,4.693374622909412,2
27.90048267034757,5.324320632345684,2
27.47873082884827,5.681865707484622,2
27.689579859893914,5.112389823074849,2
28.84654864733451,6.133264914542972,2
27.20337247275236,5.195408916565772,2
27.758436470149626,7.058496303803542,2
27.37233864084396,5.042992883782928,2
27.822786614508576,6.143525717608132,2
28.1148396946698,5.710239047818023,2
27.0310133118474,4.90787078253218,2
26.43972357648872,3.5000327014183203,2
27.92948050865477,6.336096970244597,2
27.745445168220787,5.4321628065034,2
28.15908391257021,5.492360806247977,2
28.26577704429233,5.14222293955227,2
27.94190267636994,5.231983732776601,2
28.0412328289049,5.563651974841423,2
27.560641949616,5.453306882720573,2
27.07068866201417,3.753476534876208,2
28.25183707360521,6.296608679773383,2
28.369685134304515,5.715370993217316,2
27.0561798748858,5.434208194764569,2
27.959357458858115,4.3615199150275625,2
27.62443341134114,5.664359175596188,2
28.08994313792773,5.8779383752602605,2
27.79241794823499,5.326094024350848,2
27.28014792412777,5.074993509227788,2
28.401349058171355,5.655490352777886,2
27.01900880487121,4.539326230861024,2
28.35107963635664,6.740900088192234,2
27.67067919894972,6.227581861283656,2
27.188616921026668,4.647577816676454,2
27.3156575239724,5.762331275036085,2
29.07575089604753,5.902087139511329,2
28.481265775209216,5.022796276159959,2
27.879231664958105,4.625482903282031,2
27.384219044022988,4.770995545742466,2
27.25675928798212,5.536564462658619,2
27.0233702985786,4.811621438372491,2
29.67977272373069,6.895285146242555,2
29.08097948674908,5.972544446172635,2
28.261468925355697,5.112657271276956,2
27.1261653884846,5.565951356225029,2
29.000088889496176,7.58157060114596,2
29.73242575471441,6.396949712111176,2
26.71580328459824,5.133480890829025,2
28.47218830080916,6.222966622145029,2
28.81067423157313,5.202108363254216,2
26.37032860886556,4.7527528838976405,2
28.699641890616064,5.490850254354875,2
29.486269621220103,6.2475645961549855,2
26.82215768002032,4.955814732699048,2
27.76376501036048,6.55105865366059,2
26.94039850249817,6.376006175078802,2
29.490195546583923,6.677263514154486,2
28.27733884705537,5.692466347355833,2
27.67022217596271,5.917311882782199,2
29.29906222579898,6.447593061391552,2
27.70635153190521,5.931975053735928,2
26.913922961364783,5.611840075620931,2
27.80081977585607,5.595559018074653,2
28.444038926305183,6.162530607560459,2
28.414699108578827,4.792008034426603,2
28.86923602063724,5.383916487412518,2
26.650728137047427,5.420212935380687,2
27.49205510172287,6.149025226888506,2
29.15739728415908,7.03538980385107,2
27.74184642733533,5.0322802280774575,2
27.62986636085719,5.395877791625176,2
